PREDICTION_SCORE,FILEPATH,POINT_NO,REEF_NAME,PREDICTION,Y,X
0.399193,NT/Havannah Island MMP1 2m/Transect1/P4062823.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.533755,NT/Havannah Island MMP1 2m/Transect1/P4062823.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.91078,NT/Havannah Island MMP1 2m/Transect1/P4062820.JPG,1,Havannah Island MMP1 2m,HARD CORAL,0.25,0.25
0.656147,NT/Havannah Island MMP1 2m/Transect1/P4062824.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.720475,NT/Havannah Island MMP1 2m/Transect1/P4062828.JPG,5,Havannah Island MMP1 2m,HARD CORAL,0.75,0.75
0.589423,NT/Havannah Island MMP1 2m/Transect1/P4062820.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.936597,NT/Havannah Island MMP1 2m/Transect1/P4062821.JPG,1,Havannah Island MMP1 2m,HARD CORAL,0.25,0.25
0.650993,NT/Havannah Island MMP1 2m/Transect1/P4062825.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.830533,NT/Havannah Island MMP1 2m/Transect1/P4062825.JPG,3,Havannah Island MMP1 2m,SPONGE,0.5,0.5
0.513275,NT/Havannah Island MMP1 2m/Transect7/P4063303.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.873649,NT/Havannah Island MMP1 2m/Transect7/P4063305.JPG,4,Havannah Island MMP1 2m,ABIOTIC,0.75,0.25
0.521784,NT/Havannah Island MMP1 2m/Transect7/P4063306.JPG,5,Havannah Island MMP1 2m,ABIOTIC,0.75,0.75
0.581459,NT/Havannah Island MMP1 2m/Transect7/P4063297.JPG,5,Havannah Island MMP1 2m,ABIOTIC,0.75,0.75
0.691257,NT/Havannah Island MMP1 2m/Transect7/P4063307.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.966206,NT/Havannah Island MMP1 2m/Transect7/P4063305.JPG,1,Havannah Island MMP1 2m,ABIOTIC,0.25,0.25
0.58818,NT/Havannah Island MMP1 2m/Transect7/P4063297.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.580619,NT/Havannah Island MMP1 2m/Transect7/P4063299.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.991651,NT/Havannah Island MMP1 2m/Transect7/P4063303.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.766704,NT/Havannah Island MMP1 2m/Transect7/P4063298.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.944926,NT/Havannah Island MMP1 2m/Transect7/P4063305.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.610596,NT/Havannah Island MMP1 2m/Transect7/P4063304.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.873024,NT/Havannah Island MMP1 2m/Transect7/P4063303.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.967335,NT/Havannah Island MMP1 2m/Transect7/P4063296.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.686261,NT/Havannah Island MMP1 2m/Transect7/P4063299.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.706707,NT/Havannah Island MMP1 2m/Transect7/P4063304.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.988035,NT/Havannah Island MMP1 2m/Transect7/P4063306.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.706537,NT/Havannah Island MMP1 2m/Transect7/P4063304.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.513594,NT/Havannah Island MMP1 2m/Transect7/P4063299.JPG,5,Havannah Island MMP1 2m,ABIOTIC,0.75,0.75
0.63234,NT/Havannah Island MMP1 2m/Transect7/P4063307.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.64774,NT/Havannah Island MMP1 2m/Transect7/P4063306.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.729993,NT/Havannah Island MMP1 2m/Transect7/P4063305.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.503823,NT/Havannah Island MMP1 2m/Transect7/P4063298.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.567645,NT/Havannah Island MMP1 2m/Transect7/P4063296.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.663716,NT/Havannah Island MMP1 2m/Transect7/P4063305.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.504364,NT/Havannah Island MMP1 2m/Transect7/P4063307.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.630408,NT/Havannah Island MMP1 2m/Transect7/P4063297.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.984775,NT/Havannah Island MMP1 2m/Transect7/P4063306.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.526181,NT/Havannah Island MMP1 2m/Transect7/P4063300.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.457666,NT/Havannah Island MMP1 2m/Transect7/P4063296.JPG,5,Havannah Island MMP1 2m,HARD CORAL,0.75,0.75
0.576838,NT/Havannah Island MMP1 2m/Transect7/P4063300.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.560176,NT/Havannah Island MMP1 2m/Transect7/P4063297.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.464838,NT/Havannah Island MMP1 2m/Transect7/P4063296.JPG,1,Havannah Island MMP1 2m,OTHER,0.25,0.25
0.979324,NT/Havannah Island MMP1 2m/Transect7/P4063300.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.825045,NT/Havannah Island MMP1 2m/Transect7/P4063306.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.901625,NT/Havannah Island MMP1 2m/Transect7/P4063298.JPG,4,Havannah Island MMP1 2m,ABIOTIC,0.75,0.25
0.864073,NT/Havannah Island MMP1 2m/Transect7/P4063303.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.823101,NT/Havannah Island MMP1 2m/Transect7/P4063307.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.988745,NT/Havannah Island MMP1 2m/Transect7/P4063300.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.498476,NT/Havannah Island MMP1 2m/Transect7/P4063296.JPG,3,Havannah Island MMP1 2m,ALGAE,0.5,0.5
0.427806,NT/Havannah Island MMP1 2m/Transect7/P4063307.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.81744,NT/Havannah Island MMP1 2m/Transect7/P4063303.JPG,1,Havannah Island MMP1 2m,ABIOTIC,0.25,0.25
0.779571,NT/Havannah Island MMP1 2m/Transect7/P4063304.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.972414,NT/Havannah Island MMP1 2m/Transect7/P4063299.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.59123,NT/Havannah Island MMP1 2m/Transect7/P4063297.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.548156,NT/Havannah Island MMP1 2m/Transect7/P4063304.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.421501,NT/Havannah Island MMP1 2m/Transect7/P4063299.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.758571,NT/Havannah Island MMP1 2m/Transect7/P4063300.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.727735,NT/Havannah Island MMP1 2m/Transect5/P4062870.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.347895,NT/Havannah Island MMP1 2m/Transect5/P4062871.JPG,5,Havannah Island MMP1 2m,OTHER,0.75,0.75
0.415277,NT/Havannah Island MMP1 2m/Transect5/P4062876.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.561603,NT/Havannah Island MMP1 2m/Transect5/P4062871.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.630226,NT/Havannah Island MMP1 2m/Transect5/P4062872.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.693303,NT/Havannah Island MMP1 2m/Transect5/P4062874.JPG,3,Havannah Island MMP1 2m,OTHER,0.5,0.5
0.941727,NT/Havannah Island MMP1 2m/Transect5/P4062870.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.578445,NT/Havannah Island MMP1 2m/Transect5/P4062868.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.54212,NT/Havannah Island MMP1 2m/Transect5/P4062873.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.95875,NT/Havannah Island MMP1 2m/Transect5/P4062872.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.87535,NT/Havannah Island MMP1 2m/Transect5/P4062873.JPG,5,Havannah Island MMP1 2m,HARD CORAL,0.75,0.75
0.514247,NT/Havannah Island MMP1 2m/Transect5/P4062871.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.948411,NT/Havannah Island MMP1 2m/Transect5/P4062865.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.579074,NT/Havannah Island MMP1 2m/Transect5/P4062867.JPG,1,Havannah Island MMP1 2m,OTHER,0.25,0.25
0.438069,NT/Havannah Island MMP1 2m/Transect5/P4062866.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.349234,NT/Havannah Island MMP1 2m/Transect5/P4062867.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.493016,NT/Havannah Island MMP1 2m/Transect5/P4062872.JPG,1,Havannah Island MMP1 2m,HARD CORAL,0.25,0.25
0.920553,NT/Havannah Island MMP1 2m/Transect5/P4062873.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.746482,NT/Havannah Island MMP1 2m/Transect5/P4062874.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.757651,NT/Havannah Island MMP1 2m/Transect5/P4062874.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.38611,NT/Havannah Island MMP1 2m/Transect5/P4062876.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.52356,NT/Havannah Island MMP1 2m/Transect5/P4062876.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.610288,NT/Havannah Island MMP1 2m/Transect5/P4062875.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.823626,NT/Havannah Island MMP1 2m/Transect5/P4062866.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.518341,NT/Havannah Island MMP1 2m/Transect5/P4062875.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.408655,NT/Havannah Island MMP1 2m/Transect5/P4062868.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.372517,NT/Havannah Island MMP1 2m/Transect5/P4062871.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.393745,NT/Havannah Island MMP1 2m/Transect5/P4062864.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.653857,NT/Havannah Island MMP1 2m/Transect5/P4062872.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.782773,NT/Havannah Island MMP1 2m/Transect5/P4062864.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.917286,NT/Havannah Island MMP1 2m/Transect5/P4062866.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.523768,NT/Havannah Island MMP1 2m/Transect5/P4062864.JPG,5,Havannah Island MMP1 2m,OTHER,0.75,0.75
0.728545,NT/Havannah Island MMP1 2m/Transect5/P4062876.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.586847,NT/Havannah Island MMP1 2m/Transect5/P4062866.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.633105,NT/Havannah Island MMP1 2m/Transect5/P4062874.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.72501,NT/Havannah Island MMP1 2m/Transect5/P4062868.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.563207,NT/Havannah Island MMP1 2m/Transect5/P4062873.JPG,2,Havannah Island MMP1 2m,ABIOTIC,0.25,0.75
0.994508,NT/Havannah Island MMP1 2m/Transect5/P4062870.JPG,1,Havannah Island MMP1 2m,HARD CORAL,0.25,0.25
0.998225,NT/Havannah Island MMP1 2m/Transect5/P4062867.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.443728,NT/Havannah Island MMP1 2m/Transect5/P4062875.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.757117,NT/Havannah Island MMP1 2m/Transect5/P4062865.JPG,2,Havannah Island MMP1 2m,ABIOTIC,0.25,0.75
0.510968,NT/Havannah Island MMP1 2m/Transect5/P4062873.JPG,1,Havannah Island MMP1 2m,ABIOTIC,0.25,0.25
0.816888,NT/Havannah Island MMP1 2m/Transect5/P4062865.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.499378,NT/Havannah Island MMP1 2m/Transect5/P4062875.JPG,3,Havannah Island MMP1 2m,ALGAE,0.5,0.5
0.637575,NT/Havannah Island MMP1 2m/Transect5/P4062871.JPG,1,Havannah Island MMP1 2m,ABIOTIC,0.25,0.25
0.3439,NT/Havannah Island MMP1 2m/Transect5/P4062864.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.43646,NT/Havannah Island MMP1 2m/Transect5/P4062867.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.426749,NT/Havannah Island MMP1 2m/Transect5/P4062865.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.612871,NT/Havannah Island MMP1 2m/Transect5/P4062870.JPG,5,Havannah Island MMP1 2m,OTHER,0.75,0.75
0.577626,NT/Havannah Island MMP1 2m/Transect5/P4062875.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.448864,NT/Havannah Island MMP1 2m/Transect5/P4062874.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.683076,NT/Havannah Island MMP1 2m/Transect5/P4062866.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.387611,NT/Havannah Island MMP1 2m/Transect5/P4062876.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.615707,NT/Havannah Island MMP1 2m/Transect5/P4062868.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.792724,NT/Havannah Island MMP1 2m/Transect5/P4062872.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.999646,NT/Havannah Island MMP1 2m/Transect5/P4062864.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.638983,NT/Havannah Island MMP1 2m/Transect5/P4062865.JPG,5,Havannah Island MMP1 2m,HARD CORAL,0.75,0.75
0.581326,NT/Havannah Island MMP1 2m/Transect5/P4062868.JPG,4,Havannah Island MMP1 2m,HARD CORAL,0.75,0.25
0.481513,NT/Havannah Island MMP1 2m/Transect5/P4062870.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.281076,NT/Havannah Island MMP1 2m/Transect5/P4062867.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.488414,NT/Havannah Island MMP1 2m/Transect6/P4063284.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.871268,NT/Havannah Island MMP1 2m/Transect6/P4063286.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.765223,NT/Havannah Island MMP1 2m/Transect6/P4063288.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.519293,NT/Havannah Island MMP1 2m/Transect6/P4063294.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.87818,NT/Havannah Island MMP1 2m/Transect6/P4063287.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.844571,NT/Havannah Island MMP1 2m/Transect6/P4063293.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.696454,NT/Havannah Island MMP1 2m/Transect6/P4063289.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.91829,NT/Havannah Island MMP1 2m/Transect6/P4063292.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.872316,NT/Havannah Island MMP1 2m/Transect6/P4063293.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.405969,NT/Havannah Island MMP1 2m/Transect6/P4063283.JPG,4,Havannah Island MMP1 2m,OTHER,0.75,0.25
0.581562,NT/Havannah Island MMP1 2m/Transect6/P4063284.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.690295,NT/Havannah Island MMP1 2m/Transect6/P4063289.JPG,5,Havannah Island MMP1 2m,HARD CORAL,0.75,0.75
0.654484,NT/Havannah Island MMP1 2m/Transect6/P4063287.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.640865,NT/Havannah Island MMP1 2m/Transect6/P4063291.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.655298,NT/Havannah Island MMP1 2m/Transect6/P4063294.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.922396,NT/Havannah Island MMP1 2m/Transect6/P4063290.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.680109,NT/Havannah Island MMP1 2m/Transect6/P4063288.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.759713,NT/Havannah Island MMP1 2m/Transect6/P4063286.JPG,4,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.25
0.34241,NT/Havannah Island MMP1 2m/Transect6/P4063286.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.65303,NT/Havannah Island MMP1 2m/Transect6/P4063292.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.722021,NT/Havannah Island MMP1 2m/Transect6/P4063287.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.670194,NT/Havannah Island MMP1 2m/Transect6/P4063291.JPG,1,Havannah Island MMP1 2m,ABIOTIC,0.25,0.25
0.962834,NT/Havannah Island MMP1 2m/Transect6/P4063288.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.706178,NT/Havannah Island MMP1 2m/Transect6/P4063287.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.979562,NT/Havannah Island MMP1 2m/Transect6/P4063294.JPG,2,Havannah Island MMP1 2m,HARD CORAL,0.25,0.75
0.691552,NT/Havannah Island MMP1 2m/Transect6/P4063293.JPG,5,Havannah Island MMP1 2m,ALGAE,0.75,0.75
0.31904,NT/Havannah Island MMP1 2m/Transect6/P4063284.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.729635,NT/Havannah Island MMP1 2m/Transect6/P4063289.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.570228,NT/Havannah Island MMP1 2m/Transect6/P4063294.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.467259,NT/Havannah Island MMP1 2m/Transect6/P4063283.JPG,3,Havannah Island MMP1 2m,ALGAE,0.5,0.5
0.767985,NT/Havannah Island MMP1 2m/Transect6/P4063283.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.354715,NT/Havannah Island MMP1 2m/Transect6/P4063294.JPG,1,Havannah Island MMP1 2m,ALGAE,0.25,0.25
0.518417,NT/Havannah Island MMP1 2m/Transect6/P4063291.JPG,5,Havannah Island MMP1 2m,ABIOTIC,0.75,0.75
0.952566,NT/Havannah Island MMP1 2m/Transect6/P4063291.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
0.996624,NT/Havannah Island MMP1 2m/Transect6/P4063286.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.788757,NT/Havannah Island MMP1 2m/Transect6/P4063290.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.593001,NT/Havannah Island MMP1 2m/Transect6/P4063288.JPG,3,Havannah Island MMP1 2m,HARD CORAL,0.5,0.5
0.999748,NT/Havannah Island MMP1 2m/Transect6/P4063287.JPG,1,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.25
0.624387,NT/Havannah Island MMP1 2m/Transect6/P4063292.JPG,4,Havannah Island MMP1 2m,ABIOTIC,0.75,0.25
0.407497,NT/Havannah Island MMP1 2m/Transect6/P4063283.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.526736,NT/Havannah Island MMP1 2m/Transect6/P4063292.JPG,2,Havannah Island MMP1 2m,ABIOTIC,0.25,0.75
0.60377,NT/Havannah Island MMP1 2m/Transect6/P4063283.JPG,5,Havannah Island MMP1 2m,SOFT CORAL,0.75,0.75
0.888597,NT/Havannah Island MMP1 2m/Transect6/P4063289.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.77472,NT/Havannah Island MMP1 2m/Transect6/P4063289.JPG,4,Havannah Island MMP1 2m,ALGAE,0.75,0.25
0.539477,NT/Havannah Island MMP1 2m/Transect6/P4063293.JPG,3,Havannah Island MMP1 2m,SOFT CORAL,0.5,0.5
0.788284,NT/Havannah Island MMP1 2m/Transect6/P4063284.JPG,2,Havannah Island MMP1 2m,ALGAE,0.25,0.75
0.912944,NT/Havannah Island MMP1 2m/Transect6/P4063290.JPG,2,Havannah Island MMP1 2m,SOFT CORAL,0.25,0.75
